"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1975","Pearson.est","src inhibitor",0.47974,1.14,0.313,356,0.787,"ZM.306416, saracatinib, dasatinib, bosutinib",0.504455662453552,0.104025267640935,FALSE
"H1975","Pearson.est","sterol demethylase inhibitor",0.43812,1.02,0.438,445,0.778,"lanoconazole, posaconazole, sulconazole",0.3585258894959,0.109020403010311,FALSE
"H1975","Pearson.est","TGF beta receptor inhibitor",0.49183,1.15,0.316,461,0.796,"D.4476, SB.525334, SB.431542, repsox",0.500312917381596,0.0990869322623309,FALSE
"H1975","Pearson.est","thymidylate synthase inhibitor",0.595,1.36,0.121,326,0.494,"carmofur, raltitrexed, trifluridine",0.91721462968355,0.306273051076353,FALSE
"H1975","Pearson.est","topoisomerase inhibitor",-0.17217,-0.481,0.985,245,0.989,"amsacrine, idarubicin, SN.38, exatecan.mesylate, voreloxin, valrubicin, licochalcone.a, TAS.103, camptothecin, dexrazoxane, teniposide, doxorubicin, nemorubicin, beta.lapachone, topotecan, fleroxacin, mitoxantrone, genz.644282, rubitecan, daunorubicin, amonafide, irinotecan, etoposide, epirubicin, etoposide.phosphate",0.00656376950238827,0.0048037084028206,FALSE
"H1975","Pearson.est","tubulin polymerization inhibitor",-0.20114,-0.559,0.958,1327,1,"docetaxel, vinblastine, paclitaxel, epothilone.d, BNC105",0.0186344909214556,0,FALSE
"H1975","Pearson.est","tyrosine kinase inhibitor",0.47713,1.1,0.342,441,0.824,"NVP.TAE226, vandetanib, AV.412, hypericin, BMS.599626, tyrphostin.A9, regorafenib, CP.724714, dasatinib, aminopurvalanol.a, tivantinib, sorafenib, bafetinib",0.465973893943865,0.0840727883028842,FALSE
"H1975","Pearson.est","VEGFR inhibitor",0.40466,0.957,0.541,335,0.714,"XL.647, BMS.690514, ZM.306416, OSI.930, vandetanib, ENMD.2076, AEE788, regorafenib, golvatinib, PD.173074, dovitinib",0.266802734893431,0.146301788223826,FALSE
"H1975","Pearson.est","vitamin D receptor agonist",0.6109,1.43,0.084,459,0.549,"tacalcitol, alfacalcidol, ercalcitriol, calcitriol, maxacalcitol",1.07572071393812,0.260427655549908,FALSE
"H1648","Pearson.est","EGFR inhibitor",-0.8675,-2.36,0.00325,1404,0.00209,"icotinib, BIBU.1361, PD.153035, AST.1306, TAK.285, AEE788, rociletinib, vandetanib, WZ8040, CP.724714, BMS.599626, BIBX.1382, pelitinib, GW.583340, ARRY.334543, PD.168393, erlotinib, gefitinib, osimertinib, afatinib, BMS.690514, lapatinib, dacomitinib, XL.647, canertinib, tucatinib, neratinib, poziotinib, AZD8931",2.48811663902113,2.67985371388895,TRUE
"H1648","Pearson.est","Abl kinase inhibitor",0.46859,1.11,0.335,264,0.59,"GZD824, tozasertib, ponatinib, nilotinib, bafetinib, KW.2449, flumatinib",0.474955192963155,0.229147988357856,FALSE
"H1648","Pearson.est","acetylcholine receptor agonist",0.52918,1.26,0.182,36,0.488,"oxiracetam",0.739928612014925,0.311580177997289,FALSE
"H1648","Pearson.est","acetylcholine receptor antagonist",0.50363,1.2,0.267,520,0.528,"iododexetimide, diphemanil, darifenacin",0.573488738635425,0.277366077466188,FALSE
"H1648","Pearson.est","adenosine receptor antagonist",-0.48527,-1.27,0.196,1291,0.559,"theophylline, MRS.1220, CGS.15943",0.707743928643524,0.252588192113577,FALSE
"H1648","Pearson.est","adrenergic receptor agonist",0.26433,0.634,0.903,794,0.985,"buphenine, isoetharine, oxymetazoline, norepinephrine, metaraminol, ritodrine, clenbuterol, lidamidine, isoxsuprine, midodrine",0.0443122496864942,0.00656376950238827,FALSE
"H1648","Pearson.est","adrenergic receptor antagonist",0.37103,0.879,0.615,452,0.785,"oxprenolol, metoprolol, carvedilol, naftidrofuryl, levobunolol, atipamezole, idazoxan",0.211124884224583,0.105130343254747,FALSE
"H1648","Pearson.est","AKT inhibitor",-0.62829,-1.65,0.0645,1247,0.323,"A.674563, GSK2110183, CCT128930, triciribine, uprosertib, GDC.0068",1.19044028536473,0.490797477668897,FALSE
"H1648","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.27322,-0.707,0.798,1360,0.955,"GW.788388, brigatinib",0.0979971086492706,0.0199966284162537,FALSE
"H1648","Pearson.est","androgen receptor antagonist",0.51595,1.23,0.217,268,0.488,"nilutamide, bicalutamide",0.66354026615147,0.311580177997289,FALSE
"H1648","Pearson.est","antioxidant",0.63141,1.51,0.0641,258,0.451,"trolox, benfotiamine, chlorogenic.acid",1.19314197048118,0.345823458122039,FALSE
"H1648","Pearson.est","AP inhibitor",0.45152,1.07,0.374,239,0.593,"idronoxil, embelin",0.42712839779952,0.226945306635737,FALSE
"H1648","Pearson.est","ATPase inhibitor",0.30413,0.731,0.807,615,0.933,"digoxin, blebbistatin...., digitoxin, ouabain, thonzonium, evodiamine, digitoxigenin",0.0931264652779296,0.0301183562535,FALSE
"H1648","Pearson.est","Aurora kinase inhibitor",0.42414,1.02,0.446,412,0.629,"barasertib, tozasertib, AT.9283, AMG900, SNS.314, KW.2449, PF.03814735, hesperadin, barasertib.HQPA, ENMD.2076, alisertib",0.350665141287858,0.201349354554731,FALSE
"H1648","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.36159,-0.954,0.46,1248,0.974,"josamycin, tedizolid, azithromycin",0.337242168318426,0.0114410431213845,FALSE
"H1648","Pearson.est","bacterial DNA gyrase inhibitor",0.21439,0.521,0.98,633,0.987,"novobiocin, sparfloxacin, norfloxacin, sarafloxacin",0.00877392430750515,0.00568284733036327,FALSE
"H1648","Pearson.est","BCL inhibitor",0.48386,1.17,0.263,553,0.513,"venetoclax, TW.37, oridonin, gossypol, ABT.737",0.580044251510242,0.289882634888184,FALSE
"H1648","Pearson.est","Bcr.Abl kinase inhibitor",0.55817,1.34,0.137,264,0.608,"GZD824, tozasertib, ponatinib, nilotinib, bafetinib, flumatinib",0.863279432843593,0.216096420727265,FALSE
"H1648","Pearson.est","benzodiazepine receptor agonist",0.31877,0.765,0.761,656,0.926,"temazepam, indiplon, ZK.93423, eprinomectin, zaleplon, piperazine, gamma.aminobutyric.acid",0.118615343229427,0.0333890133180656,FALSE
"H1648","Pearson.est","bromodomain inhibitor",-0.27947,-0.74,0.757,403,0.948,"bromosporine, PFI.1, I.BET.762, I.BET151, JQ1...., OTX015",0.120904120499927,0.0231916626619338,FALSE
"H1648","Pearson.est","calcium channel blocker",-0.28169,-0.762,0.782,1325,1,"fendiline, SKF.96365",0.106793246940152,0,FALSE
"H1648","Pearson.est","CC chemokine receptor antagonist",0.68501,1.63,0.0204,357,0.485,"UNBS.5162, navarixin, PF.04136309, SB.225002, MK.0812",1.6903698325741,0.314258261397736,FALSE
"H1648","Pearson.est","CDK inhibitor",-0.25131,-0.64,0.893,1371,1,"BMS.387032, indirubin, AT.7519",0.0491485411114536,0,FALSE
"H1648","Pearson.est","CHK inhibitor",-0.47606,-1.27,0.197,686,0.559,"SB.218078, PF.477736, SCH.900776, AZD7762, LY2606368, CHIR.124, LY2603618",0.705533773838407,0.252588192113577,FALSE
"H1648","Pearson.est","cyclooxygenase inhibitor",-0.20309,-0.541,0.961,1336,0.962,"tryptanthrin, ramifenazone, FK.3311, amfenac",0.0172766123314547,0.0168249279621871,FALSE
"H1648","Pearson.est","cytochrome P450 inhibitor",0.60897,1.45,0.0874,370,0.495,"metyrapone, morin, cobicistat, itraconazole",1.0584885673656,0.305394801066431,FALSE
"H1648","Pearson.est","DNA alkylating agent",0.37005,0.89,0.593,135,0.784,"melphalan, carboplatin, carmustine",0.226945306635737,0.105683937315562,FALSE
"H1648","Pearson.est","DNA inhibitor",0.41542,0.991,0.478,417,0.663,"melphalan, carboplatin, chlorambucil, carmustine, pibenzimol, bendamustine, valrubicin, teroxirone",0.320572103387881,0.178486471595227,FALSE
"H1648","Pearson.est","DNA methyltransferase inhibitor",-0.50353,-1.3,0.161,1380,0.655,"decitabine, azacitidine, SGI.1027",0.79317412396815,0.183758700008217,FALSE
"H1648","Pearson.est","DNA polymerase inhibitor",0.26677,0.645,0.884,495,0.993,"foscarnet, idoxuridine, trifluridine",0.0535477349869269,0.00305075150461883,FALSE
"H1648","Pearson.est","DNA synthesis inhibitor",0.49135,1.19,0.258,385,0.511,"nelarabine, azodicarbonamide, anisomycin, floxuridine, artesunate, artemisinin, CB.10.277",0.58838029403677,0.291579099865287,FALSE
"H1648","Pearson.est","dopamine receptor antagonist",0.27846,0.661,0.852,193,0.997,"amisulpride, raclopride, paliperidone",0.0695604052332999,0.00130484168834428,FALSE
"H1648","Pearson.est","estrogen receptor agonist",-0.27905,-0.746,0.786,1312,0.984,"erteberel, levonorgestrel",0.104577453960592,0.00700490156865849,FALSE
"H1648","Pearson.est","estrogen receptor antagonist",0.45424,1.1,0.367,324,0.574,"fulvestrant, danazol, toremifene",0.435333935747911,0.241088107602027,FALSE
"H1648","Pearson.est","FGFR inhibitor",0.64732,1.54,0.0435,236,0.441,"erdafitinib, dovitinib, regorafenib, nintedanib, MK.2461, orantinib",1.36151074304536,0.355561410532161,FALSE
"H1648","Pearson.est","FLT3 inhibitor",0.62797,1.48,0.0585,294,0.47,"dovitinib, TG.101348, tozasertib, midostaurin, ponatinib, quizartinib, sunitinib, KW.2449, lestaurtinib, gilteritinib",1.23284413391782,0.327902142064283,FALSE
"H1648","Pearson.est","glucocorticoid receptor agonist",-0.54631,-1.45,0.0886,1137,0.466,"difluprednate, dexamethasone.acetate, halobetasol.propionate, halcinonide, desonide, flumethasone.pivalate, methylprednisolone, beclomethasone.dipropionate, ciclesonide, fluorometholone, fludroxycortide, clobetasol.propionate, betamethasone, flumethasone, triamcinolone.acetonide",1.05256627811295,0.33161408331,FALSE
"H1648","Pearson.est","glutamate receptor antagonist",0.15631,0.369,1,741,0.999,"MTPG, ACDPP, IEM1754, diazooxonorleucine, felbamate, CPP, SIB.1757",0,0.000434511774017692,FALSE
"H1648","Pearson.est","glycogen synthase kinase inhibitor",0.31993,0.767,0.744,459,0.943,"tideglusib, CHIR.99021, CHIR.98014, GSK.3.inhibitor.IX",0.128427064454121,0.0254883072626717,FALSE
"H1648","Pearson.est","growth factor receptor inhibitor",0.37789,0.9,0.588,596,0.787,"lestaurtinib, danusertib, PHA.848125, GSK1838705A, AZD3463",0.230622673923862,0.104025267640935,FALSE
"H1648","Pearson.est","HCV inhibitor",0.49252,1.18,0.272,384,0.513,"narlaprevir, embelin, mericitabine",0.565431095965801,0.289882634888184,FALSE
"H1648","Pearson.est","HDAC inhibitor",0.30553,0.736,0.78,740,0.946,"entinostat, resminostat, dacinostat, trichostatin.a, RG2833, R306465, nexturastat.a, belinostat, M.344, vorinostat, ACY.1215, chidamide, scriptaid, NSC.3852, panobinostat",0.10790539730952,0.0241088635982073,FALSE
"H1648","Pearson.est","histamine receptor antagonist",0.24554,0.588,0.939,491,0.985,"pheniramine, famotidine, cimetidine, tiotidine, lafutidine, ICI.162846, epinastine, nizatidine",0.0273344077338891,0.00656376950238827,FALSE
"H1648","Pearson.est","HMGCR inhibitor",0.88532,2.13,0.00145,6,0.000981,"mevastatin, pitavastatin, fluvastatin, atorvastatin",2.83863199776503,3.00833099262005,TRUE
"H1648","Pearson.est","HSP inhibitor",-0.32629,-0.849,0.641,1307,0.948,"VER.49009, tanespimycin, alvespimycin, KW.2478",0.193141970481183,0.0231916626619338,FALSE
"H1648","Pearson.est","JAK inhibitor",0.45604,1.09,0.369,263,0.575,"TG.101348, tozasertib, AT.9283, TG.101209, AZ960, lestaurtinib",0.43297363384094,0.24033215531037,FALSE
"H1648","Pearson.est","KIT inhibitor",0.50095,1.19,0.279,529,0.511,"KI.8751, midostaurin, pazopanib, regorafenib, sunitinib, masitinib, motesanib, telatinib, sorafenib, lenvatinib",0.554395796726402,0.291579099865287,FALSE
"H1648","Pearson.est","MDM inhibitor",0.87828,2.14,0,80,0.00196,"idasanutlin, AMG.232, nutlin.3, CGM097, serdemetan",Inf,2.70774392864352,TRUE
"H1648","Pearson.est","MEK inhibitor",-0.33511,-0.894,0.579,1141,0.912,"PD.198306, PD.318088, PD.0325901, PD.184352, AZD8330, Ro.4987655, selumetinib, AS.703026, trametinib",0.237321436272564,0.0400051616715838,FALSE
"H1648","Pearson.est","MET inhibitor",-0.35399,-0.934,0.517,1422,0.947,"INC.280",0.286509456906058,0.0236500209967266,FALSE
"H1648","Pearson.est","microtubule inhibitor",0.54939,1.3,0.158,133,0.498,"vinblastine, secnidazole, vinflunine",0.801342913045577,0.302770657240282,FALSE
"H1648","Pearson.est","mTOR inhibitor",0.22145,0.537,0.964,669,0.998,"torin.1, ku.0063794, deforolimus, LY303511, WAY.600, SB.2343, LY3023414, sirolimus, NVP.BEZ235, PKI.179, XL388, temsirolimus, AZD8055, AZD2014",0.0159229660971692,0.000869458712628891,FALSE
"H1648","Pearson.est","NFkB pathway inhibitor",-0.2305,-0.618,0.895,331,0.98,"BAY.11.7082, bortezomib, betulinic.acid, BAY.11.7085, curcumin, parthenolide...., parthenolide, bindarit, EVP4593, tyloxapol, Ro.106.9920, IKK.2.inhibitor.V",0.048176964684088,0.00877392430750515,FALSE
"H1648","Pearson.est","opioid receptor agonist",0.59792,1.44,0.0795,518,0.473,"cebranopadol, trimebutine, BW.180C, spiradoline, salvinorin.a",1.09963287134353,0.325138859262188,FALSE
"H1648","Pearson.est","p38 MAPK inhibitor",-0.42596,-1.09,0.361,1323,0.879,"SB.239063, talmapimod",0.442492798094342,0.0560111249262281,FALSE
"H1648","Pearson.est","PARP inhibitor",0.55286,1.33,0.154,433,0.591,"talazoparib, AG.14361, niraparib, PJ.34",0.812479279163537,0.228412519118745,FALSE
"H1648","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.54535,1.31,0.153,529,0.504,"KI.8751, dovitinib, axitinib, ponatinib, pazopanib, regorafenib, sunitinib, nintedanib, orantinib, masitinib, CP.673451, SU014813, crenolanib, trapidil, motesanib, telatinib, sorafenib, lenvatinib",0.815308569182401,0.297569463554475,FALSE
"H1648","Pearson.est","phosphatase inhibitor",0.6766,1.6,0.0322,61,0.455,"bis.maltolato.oxovanadium.IV., GSK2830371, BVT.948, sodium.stibogluconate",1.49214412830417,0.341988603342888,FALSE
"H1648","Pearson.est","phosphodiesterase inhibitor",0.53453,1.26,0.183,33,0.488,"anagrelide, GSK256066",0.737548910269571,0.311580177997289,FALSE
"H1648","Pearson.est","PI3K inhibitor",-0.34815,-0.928,0.521,1265,0.896,"TG.100713, PF.05212384, GDC.0980, GSK2126458, CH5132799, alpelisib, taselisib",0.283162276700476,0.0476919903378748,FALSE
"H1648","Pearson.est","PLK inhibitor",0.57843,1.37,0.121,379,0.622,"rigosertib, volasertib, GSK461364",0.91721462968355,0.206209615309181,FALSE
"H1648","Pearson.est","potassium channel blocker",0.52543,1.25,0.184,558,0.488,"meglitinide, dofetilide, mepivacaine, oleoylethanolamide",0.735182176990464,0.311580177997289,FALSE
"H1648","Pearson.est","PPAR receptor agonist",0.45597,1.1,0.359,698,0.574,"clofibrate, GW.501516, fenofibrate, oleoylethanolamide, S26948, ciprofibrate",0.444905551421681,0.241088107602027,FALSE
"H1648","Pearson.est","progesterone receptor agonist",0.55625,1.32,0.155,153,0.577,"norethindrone, danazol, tanaproget",0.809668301829709,0.238824186844269,FALSE
"H1648","Pearson.est","proteasome inhibitor",0.54645,1.31,0.153,536,0.504,"ixazomib, MG.132, delanzomib, oprozomib, bortezomib, ONX.0914",0.815308569182401,0.297569463554475,FALSE
"H1648","Pearson.est","protein synthesis inhibitor",0.43581,1.06,0.393,336,0.593,"brefeldin.a, mercaptopurine, cycloheximide, homoharringtonine, harringtonine, methacycline, anguidine",0.405607449624573,0.226945306635737,FALSE
"H1648","Pearson.est","protein tyrosine kinase inhibitor",-0.73932,-1.96,0.00687,1418,0.0805,"CP.724714, BMS.599626, AV.412",2.16304326294045,1.09420411963213,TRUE
"H1648","Pearson.est","RAF inhibitor",0.54133,1.31,0.156,640,0.504,"dabrafenib, vemurafenib, regorafenib, TAK.632, LGX818, GDC.0879, CEP.32496, sorafenib, RAF265, SB.590885, AZ.628",0.806875401645538,0.297569463554475,FALSE
"H1648","Pearson.est","RET tyrosine kinase inhibitor",0.38665,0.929,0.564,151,0.754,"regorafenib, sunitinib",0.248720896016658,0.122628654130226,FALSE
"H1648","Pearson.est","retinoid receptor agonist",0.25275,0.6,0.912,137,0.994,"fenretinide",0.0400051616715838,0.00261361560268669,FALSE
"H1648","Pearson.est","ribonucleotide reductase inhibitor",0.66371,1.57,0.0418,443,0.437,"cladribine, pentostatin, triapine, clofarabine, fludarabine, fludarabine.phosphate, hydroxyurea, LY2334737",1.37882371822496,0.359518563029578,FALSE
"H1648","Pearson.est","serotonin receptor agonist",0.56884,1.35,0.129,527,0.627,"NAN.190, aripiprazole, SR.57227A, ipsapirone",0.889410289700751,0.202732459169284,FALSE
"H1648","Pearson.est","serotonin receptor antagonist",0.51875,1.24,0.221,262,0.487,"lerisetron, SB.200646, aripiprazole, paliperidone, pirenperone",0.655607726314889,0.312471038785366,FALSE
"H1648","Pearson.est","sodium channel blocker",-0.20939,-0.546,0.969,1286,0.997,"A.803467, lappaconite, brivaracetam",0.0136762229492347,0.00130484168834428,FALSE
"H1648","Pearson.est","src inhibitor",-0.58654,-1.55,0.0629,1332,0.389,"dasatinib, bosutinib, ZM.306416, saracatinib",1.20134935455473,0.410050398674292,FALSE
"H1648","Pearson.est","sterol demethylase inhibitor",0.5386,1.28,0.181,347,0.49,"ketoconazole, posaconazole, chlormidazole, lanoconazole",0.742321425130815,0.309803919971486,FALSE
"H1648","Pearson.est","TGF beta receptor inhibitor",-0.38776,-1.06,0.377,1402,0.866,"repsox",0.423658649794207,0.0624821079826534,FALSE
"H1648","Pearson.est","thymidylate synthase inhibitor",0.42473,1.02,0.444,523,0.629,"ftorafur, trifluridine, doxifluridine, raltitrexed",0.35261702988538,0.201349354554731,FALSE
"H1648","Pearson.est","topoisomerase inhibitor",0.53522,1.28,0.167,415,0.49,"nemorubicin, etoposide.phosphate, topotecan, teniposide, daunorubicin, voreloxin, doxorubicin, amsacrine, epirubicin, rubitecan, idarubicin, TAS.103, valrubicin, amonafide, etoposide",0.777283528852417,0.309803919971486,FALSE
"H1648","Pearson.est","tubulin polymerization inhibitor",0.492,1.16,0.29,511,0.515,"verubulin, vinblastine, BNC105, taltobulin, combretastatin.A.4, vindesine, CYT.997, vincristine, plinabulin, KX2.391, fosbretabulin, vinorelbine, podophyllotoxin, dolastatin.10",0.537602002101044,0.288192770958809,FALSE
"H1648","Pearson.est","tyrosine kinase inhibitor",-0.36687,-0.965,0.48,1415,1,"vandetanib, CP.724714, BMS.599626, AV.412",0.318758762624413,0,FALSE
"H1648","Pearson.est","VEGFR inhibitor",-0.30751,-0.794,0.652,1411,1,"AEE788, vandetanib, ZM.306416, BMS.690514, XL.647",0.18575240426808,0,FALSE
"H1648","Pearson.est","vitamin D receptor agonist",-0.85631,-2.28,0,1299,0.00627,"ercalcitriol, paricalcitol, tacalcitol, calcitriol, maxacalcitol",Inf,2.20273245916928,TRUE
"H2126","Pearson.est","EGFR inhibitor",-0.83003,-2.18,0,1371,0.0166,"rociletinib, AST.1306, vandetanib, BIBU.1361, afatinib, WZ8040, PD.153035, TAK.285, erlotinib, AEE788, CUDC.101, dacomitinib, ARRY.334543, BMS.599626, BIBX.1382, gefitinib, canertinib, osimertinib, CP.724714, GW.583340, XL.647, poziotinib, PD.168393, BMS.690514, lapatinib, neratinib, AZD8931, tucatinib",Inf,1.77989191195995,TRUE
"H2126","Pearson.est","Abl kinase inhibitor",0.48701,1.19,0.256,94,0.593,"ponatinib, GZD824, tozasertib, KW.2449",0.59176003468815,0.226945306635737,FALSE
"H2126","Pearson.est","acetylcholine receptor agonist",0.31132,0.769,0.766,79,0.882,"oxiracetam",0.115771230367396,0.0545314148681803,FALSE
"H2126","Pearson.est","acetylcholine receptor antagonist",0.23508,0.583,0.946,216,0.986,"iododexetimide",0.0241088635982073,0.0061230850587888,FALSE
"H2126","Pearson.est","adenosine receptor antagonist",-0.74087,-1.96,0.0119,1390,0.0524,"SCH.58261, MRS.1220, CGS.15943",1.92445303860747,1.28066871301627,TRUE
"H2126","Pearson.est","adrenergic receptor agonist",0.28732,0.682,0.848,538,0.943,"midodrine, lidamidine, buphenine, clenbuterol, oxymetazoline, terbutaline, ritodrine",0.0716041477432862,0.0254883072626717,FALSE
"H2126","Pearson.est","adrenergic receptor antagonist",0.22516,0.549,0.946,499,0.991,"oxprenolol, idazoxan, carvedilol, metoprolol, levobunolol, naftidrofuryl, atipamezole",0.0241088635982073,0.00392634551472468,FALSE
"H2126","Pearson.est","AKT inhibitor",-0.72093,-1.91,0.00893,1295,0.0523,"triciribine, A.674563, CCT128930, uprosertib, GSK2110183, GDC.0068",2.04914854111145,1.28149831113273,TRUE
"H2126","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.41451,0.994,0.475,346,0.784,"lorlatinib, DMH1, AZD3463, alectinib",0.323306390375133,0.105683937315562,FALSE
"H2126","Pearson.est","androgen receptor antagonist",0.37416,0.909,0.565,505,0.86,"nilutamide, bicalutamide, cyproterone.acetate",0.247951552180562,0.0655015487564323,FALSE
"H2126","Pearson.est","antioxidant",0.50686,1.23,0.224,594,0.584,"mesna, trolox, benfotiamine, chlorogenic.acid",0.649751981665837,0.233587152887601,FALSE
"H2126","Pearson.est","AP inhibitor",0.33481,0.811,0.692,593,0.89,"idronoxil, embelin, GDC.0152, LCL.161, birinapant",0.159893905543242,0.0506099933550872,FALSE
"H2126","Pearson.est","ATPase inhibitor",0.41785,1.01,0.454,310,0.775,"ouabain, blebbistatin...., digitoxin, digoxin, thonzonium, digitoxigenin",0.342944147142896,0.11069829749369,FALSE
"H2126","Pearson.est","Aurora kinase inhibitor",0.48142,1.14,0.331,348,0.625,"barasertib, tozasertib, KW.2449, AT.9283, AMG900, SNS.314, PF.03814735, hesperadin, GSK1070916, barasertib.HQPA, alisertib, ENMD.2076",0.480172006224281,0.204119982655925,FALSE
"H2126","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.25396,0.611,0.911,153,0.981,"valnemulin",0.0404816230270017,0.0083309926200515,FALSE
"H2126","Pearson.est","bacterial DNA gyrase inhibitor",0.38054,0.931,0.525,136,0.862,"sparfloxacin, novobiocin",0.279840696594043,0.0644927341752872,FALSE
"H2126","Pearson.est","BCL inhibitor",0.39995,0.984,0.492,484,0.78,"venetoclax, obatoclax, TW.37, ABT.737, gossypol",0.30803489723264,0.10790539730952,FALSE
"H2126","Pearson.est","Bcr.Abl kinase inhibitor",0.54689,1.32,0.162,397,0.602,"ponatinib, GZD824, tozasertib, nilotinib, flumatinib, bafetinib",0.790484985457369,0.220403508742175,FALSE
"H2126","Pearson.est","benzodiazepine receptor agonist",0.21028,0.513,0.972,742,0.991,"temazepam, piperazine, indiplon, eprinomectin, zaleplon, gamma.aminobutyric.acid, ivermectin, ZK.93423, CGS.20625",0.0123337350737254,0.00392634551472468,FALSE
"H2126","Pearson.est","bromodomain inhibitor",-0.8054,-2.13,0,1285,0.0177,"I.BET151, OTX015, JQ1....",Inf,1.75202673363819,TRUE
"H2126","Pearson.est","calcium channel blocker",-0.36069,-0.952,0.451,1224,0.774,"SKF.96365, SR.33805, fendiline",0.345823458122039,0.111259039317107,FALSE
"H2126","Pearson.est","CC chemokine receptor antagonist",0.68157,1.68,0.0214,377,0.319,"UNBS.5162, SB.225002, navarixin, PF.04136309, MK.0812",1.66958622665081,0.496209316942819,FALSE
"H2126","Pearson.est","CDK inhibitor",-0.24804,-0.666,0.852,1427,0.938,"arcyriaflavin.a, indirubin",0.0695604052332999,0.0277971616209356,FALSE
"H2126","Pearson.est","CHK inhibitor",0.4989,1.24,0.215,466,0.617,"SCH.900776, LY2606368, PF.477736, SB.218078",0.667561540084395,0.209714835966758,FALSE
"H2126","Pearson.est","cyclooxygenase inhibitor",-0.17321,-0.466,0.997,1067,0.99,"metoxibutropate, meloxicam, sulfasalazine, AM.404, ramifenazone, aspirin, FK.3311, amfenac, tryptanthrin",0.00130484168834428,0.00436480540245009,FALSE
"H2126","Pearson.est","cytochrome P450 inhibitor",0.6974,1.72,0.0139,114,0.444,"metyrapone, itraconazole, morin",1.8569851997459,0.35261702988538,FALSE
"H2126","Pearson.est","DNA alkylating agent",0.50166,1.23,0.256,328,0.584,"melphalan, carmustine, carboplatin, temozolomide, estramustine, streptozotocin",0.59176003468815,0.233587152887601,FALSE
"H2126","Pearson.est","DNA inhibitor",0.3449,0.831,0.68,257,0.877,"melphalan, carmustine, chlorambucil, carboplatin",0.167491087293764,0.0570004066339595,FALSE
"H2126","Pearson.est","DNA methyltransferase inhibitor",-0.31449,-0.823,0.644,1256,0.822,"azacitidine, SGI.1027",0.191114132640188,0.0851281824599496,FALSE
"H2126","Pearson.est","DNA polymerase inhibitor",0.4831,1.17,0.277,497,0.586,"trifluridine, idoxuridine, adefovir.dipivoxil, foscarnet",0.557520230935551,0.232102383981909,FALSE
"H2126","Pearson.est","DNA synthesis inhibitor",0.41355,1.01,0.439,644,0.775,"nelarabine, anisomycin, floxuridine, cyclocytidine, artesunate, azodicarbonamide, artemisinin, capecitabine, CB.10.277",0.357535479757879,0.11069829749369,FALSE
"H2126","Pearson.est","dopamine receptor antagonist",0.31935,0.793,0.741,160,0.882,"raclopride, paliperidone, amisulpride, isofloxythepin",0.130181792020672,0.0545314148681803,FALSE
"H2126","Pearson.est","estrogen receptor agonist",0.2636,0.634,0.888,524,0.977,"estrone, PPT, estradiol",0.051587034221399,0.0101054362812269,FALSE
"H2126","Pearson.est","estrogen receptor antagonist",0.34524,0.842,0.642,476,0.879,"toremifene, fulvestrant, raloxifene, danazol",0.192464971931147,0.0560111249262281,FALSE
"H2126","Pearson.est","FGFR inhibitor",0.53259,1.28,0.196,247,0.59,"erdafitinib, dovitinib, MK.2461, regorafenib",0.707743928643524,0.229147988357856,FALSE
"H2126","Pearson.est","FLT3 inhibitor",0.57093,1.43,0.114,348,0.491,"ponatinib, gilteritinib, tozasertib, dovitinib, KW.2449, lestaurtinib, sunitinib, midostaurin, tyrphostin.AG.1296, quizartinib, ENMD.2076",0.943095148663527,0.308918507877032,FALSE
"H2126","Pearson.est","glucocorticoid receptor agonist",-0.30724,-0.808,0.679,1050,0.806,"deflazacort, rimexolone, halobetasol.propionate, betamethasone, beclomethasone.dipropionate, difluprednate, fludroxycortide, halcinonide, flumethasone, methylprednisolone, triamcinolone.acetonide, clobetasol.propionate",0.168130225719498,0.0936649581949093,FALSE
"H2126","Pearson.est","glutamate receptor antagonist",-0.36744,-0.977,0.476,1160,0.779,"CPP, ACDPP, latrepirdine, LY456236, tiletamine, CGP.37849",0.322393047279507,0.108462542327436,FALSE
"H2126","Pearson.est","glycogen synthase kinase inhibitor",-0.32802,-0.88,0.538,1431,0.807,"indirubin",0.269217724333611,0.0931264652779296,FALSE
"H2126","Pearson.est","growth factor receptor inhibitor",0.47401,1.13,0.324,261,0.623,"PHA.848125, GSK1838705A, lestaurtinib, AZD3463",0.489454989793388,0.20551195334083,FALSE
"H2126","Pearson.est","HCV inhibitor",0.48922,1.2,0.267,386,0.596,"narlaprevir, embelin, mericitabine",0.573488738635425,0.224753740259764,FALSE
"H2126","Pearson.est","HDAC inhibitor",-0.63626,-1.73,0.0338,1080,0.119,"vorinostat, R306465, panobinostat, scriptaid, AR.42, tacedinaline, romidepsin, PCI.24781, M.344, JNJ.26481585, givinostat, mocetinostat, SB.939, pyroxamide",1.47108329972235,0.924453038607469,TRUE
