"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1648","Input","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.32656,0.984,0.472,5251,0.942,"PSME2, CD74, CTSS, PSME1, CIITA, CANX, IFI30, B2M, TAP2, HSPA1B, HSPA1A, LGMN, TAPBP, PSME3, HSPA4, CTSB, TAP1",0.326058001365912,0.0259490972071227,FALSE
"H1648","Input","KEGG_APOPTOSIS",0.36086,1.1,0.307,4360,0.716,"NFKBIA, IRAK2, BIRC3, IKBKB, IL1A, TRADD, DFFA, CAPN1, PIK3CB, TNFRSF10A, CHP2, TRAF2, IRAK1, MAP3K14, BAD, TNF, MYD88, NFKB1, IL1R1, PRKAR1B, PIK3CA, TNFSF10, TNFRSF10D, TNFRSF10C, CYCS, IKBKG, CFLAR, TNFRSF10B",0.512861624522813,0.145086977692144,FALSE
"H1648","Input","KEGG_ARACHIDONIC_ACID_METABOLISM",0.54704,1.66,0.021,4164,0.573,"CYP4F3, PLA2G4E, CYP2E1, GPX2, GGT6, CYP2J2, PTGS1, AKR1C3, LTC4S, GGT1, GPX3, PLA2G4B, PLA2G10, CYP2C18, LTA4H, GGT7, PTGES2, ALOX12B, EPHX2, CBR3, CBR1, PLA2G12A",1.67778070526608,0.24184537803261,FALSE
"H1648","Input","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.33383,1,0.461,4888,0.918,"PYCR3, AMD1, CKMT1A, CKMT1B, SAT1, GLUD1, AZIN2, ASL, NOS3, PRODH, GLUL, OAT, MAOA, AOC1, ASS1, GLS2, ALDH3A2, NAGS",0.336299074610352,0.0371573187987575,FALSE
"H1648","Input","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.25143,0.766,0.817,3332,1,"ITGB6, CACNB1, ITGA2, JUP, ITGB4, ITGB8, DSC2, LAMA2, PKP2, CACNA1F, CACNB4, DSP, ITGAV, DSG2",0.0877779434675845,0,FALSE
"H1648","Input","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-0.32225,-1.14,0.218,18443,0.625,"ALDH1B1, ALDH9A1",0.661543506395395,0.204119982655925,FALSE
"H1648","Input","KEGG_ASTHMA",0.29661,0.902,0.606,2957,1,"CD40, TNF",0.217527375833714,0,FALSE
"H1648","Input","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.24092,0.723,0.88,1371,1,"CD40, TSHB",0.0555173278498314,0,FALSE
"H1648","Input","KEGG_AXON_GUIDANCE",0.26975,0.813,0.748,3063,1,"RND1, PLXNA1, NCK1, MET, SEMA4A, NFATC4, PAK6, SEMA7A, SRGAP3, EPHB3, SEMA4B, EPHA1, PLXNB3, PAK2, RAC2, CHP2, PLXNA2, UNC5A, SEMA3B, EPHA2, PLXNB1, PAK1, ABLIM3, RHOD, EFNA1, LIMK2, PTK2, PLXNB2",0.126098402135539,0,FALSE
"H1648","Input","KEGG_BASAL_CELL_CARCINOMA",0.23492,0.707,0.882,2540,1,"WNT9A, DVL1, DVL3, WNT7A, WNT10A, BMP2, FZD5",0.0545314148681803,0,FALSE
"H1648","Input","KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.3335,-1.14,0.265,17073,0.625,"GTF2B, GTF2A1, TAF9, STON1, TAF1, TAF11, TAF9B, TAF12",0.576754126063192,0.204119982655925,FALSE
"H1648","Input","KEGG_BASE_EXCISION_REPAIR",0.4702,1.42,0.0763,5907,0.487,"MUTYH, POLB, NEIL1, MBD4, POLL, PARP3, POLD4, SMUG1, PARP2, POLE2, UNG, POLE, APEX1, OGG1",1.11747546204512,0.312471038785366,FALSE
"H1648","Input","KEGG_BETA_ALANINE_METABOLISM",-0.36707,-1.34,0.117,18214,0.659,"HIBCH, SMS, ACADM, ALDH1B1, ALDH9A1",0.931814138253838,0.18111458540599,FALSE
"H1648","Input","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.32236,-1.23,0.159,17624,0.734,"ELOVL2, FADS2, ACOT7, HACD1",0.798602875679548,0.134303940083929,FALSE
"H1648","Input","KEGG_BLADDER_CANCER",0.45711,1.37,0.0917,1484,0.521,"MMP9, FGFR3, E2F1, CXCL8, MMP1, CDH1, EGF, VEGFC, BRAF",1.03763066432998,0.283162276700476,FALSE
"H1648","Input","KEGG_BUTANOATE_METABOLISM",0.24511,0.729,0.851,2914,1,"AKR1B10, BDH1, L2HGDH, GAD1, AACS",0.0700704399154121,0,FALSE
"H1648","Input","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.39009,1.18,0.227,4804,0.672,"NFKBIA, CARD11, IKBKB, DAPP1, LYN, PLCG2, NFATC4, NFKBIE, PIK3CB, RAC2, PTPN6, CHP2, PIK3AP1, MAP2K1, VAV1, SYK, NFKB1, PIK3CA, BLNK, BCL10, IKBKG, NFATC2, VAV3, RAC1, RELA, NFAT5, CD72",0.643974142806877,0.172630726946175,FALSE
"H1648","Input","KEGG_CALCIUM_SIGNALING_PATHWAY",0.27697,0.821,0.721,3884,1,"DRD5, HTR7, LTB4R2, VDAC3, GNA15, PTAFR, P2RX5, PLCG2, ADRA1B, ADRB2, CALML6, GRIN2D, RYR3, ADCY4, CHP2, PLCB3, GRIN1, CHRM3, PTK2B, ADORA2A, P2RX6, SLC25A5, NOS3, CACNA1F, SLC25A31, ADCY3, SPHK1, CALML5, ERBB3, PHKG2, P2RX4, ATP2A2, ITPR3",0.142064735280571,0,FALSE
"H1648","Input","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.20876,0.626,0.958,2974,1,"UQCRFS1, COX6B2, CACNB1, TNNI3, COX5A, CYC1, UQCRHL, CACNA1F, CACNB4, UQCRB",0.0186344909214556,0,FALSE
"H1648","Input","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.42651,1.28,0.154,2286,0.601,"CLDN18, CD6, ITGAM, CLDN9, SELL, SELP, CLDN10, CLDN8, NECTIN1, ICOSLG, CDH3, CLDN20, CD40, ITGB2, CDH1, CLDN7, CLDN3, ITGB8, CLDN23, CLDN4, NRCAM, ICAM2, CLDN1, OCLN, SDC1",0.812479279163537,0.22112552799726,FALSE
"H1648","Input","KEGG_CELL_CYCLE",-0.28219,-1.03,0.397,16874,0.791,"MAD2L2, CDC23, CDC25B, CCND2, E2F2, CDKN2D, SMC3, YWHAE, ABL1, ORC3, BUB3, SMC1A, SKP1, SKP2, CCNH, CDKN2B, RBX1, DBF4, CDKN2A, ORC2, CDKN2C, TFDP1, ANAPC13, CDC25C, CDC16, ANAPC10, SMAD2",0.401209493236885,0.101823516502323,FALSE
"H1648","Input","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.41843,1.27,0.149,3342,0.578,"CXCL10, CXCL9, CXCL11, CXCL6, CXCL3, CX3CL1, CCL5, NFKBIA, CCL22, CCR3, CXCL1, CXCL2, CCL20, IKBKB, LYN, CCL28, PF4, CCL17, CXCL8, GRK6, CCL19, FOXO3, CXCL16, BRAF, PIK3CB, GRK7, PPBP, CCL3, RAC2, GRK2, ADCY4, PLCB3, MAP2K1, PTK2B, VAV1, PAK1, CCL26, ADCY6, PRKCZ, TIAM1, PTK2, CSK, ADCY3, NFKB1, CXCR6, STAT2, CCR7, CCL3L3",0.826813731587726,0.238072161579471,FALSE
"H1648","Input","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.33339,1.01,0.415,5756,0.901,"NFKBIA, IKBKB, E2F1, BCR, SMAD3, BRAF, PIK3CB, RUNX1, CBLC, MAP2K1, HDAC2, MECOM, BAD, TGFB3, NFKB1, PIK3CA, MYC, TGFBR2, IKBKG, STAT5A, RELA, TGFB2, CDK6, RAF1, HDAC1, STAT5B, BCL2L1, TGFB1, CCND1, MAP2K2, SHC2",0.381951903287907,0.045275209020937,FALSE
"H1648","Input","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.47974,1.44,0.0573,3056,0.545,"NR1D1, BHLHE41, BHLHE40, PER1, CSNK1E",1.24184537803261,0.263603497723358,FALSE
"H1648","Input","KEGG_CITRATE_CYCLE_TCA_CYCLE",-0.31856,-1.17,0.262,18284,0.673,"MDH1, OGDH, ACO1, SDHC",0.581698708680255,0.171984935776023,FALSE
"H1648","Input","KEGG_COLORECTAL_CANCER",-0.23639,-0.849,0.628,17100,0.84,"AXIN2, RHOA, APC, TCF7L1, BCL2, PIK3R1, AKT3, TGFBR1, MAPK8, SMAD2",0.202040356262804,0.0757207139381184,FALSE
"H1648","Input","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.37195,1.12,0.286,4100,0.719,"C9, CFB, THBD, PROC, C5AR1, PLAU, SERPINF2, VWF, PLAT, C3, F5, F3, F12, FGG, PLAUR, SERPINA5, CFH, SERPINA1",0.543633966870957,0.143271109617117,FALSE
"H1648","Input","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.28336,0.864,0.662,879,1,"AHCY, IL4I1, AMD1, SDS",0.1791420105603,0,FALSE
"H1648","Input","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.51645,1.56,0.0309,3922,0.498,"CXCL10, IFNL1, IFNL3, CRLF2, IFNB1, CXCL9, CXCL11, IFNL2, CXCL6, CXCL3, CX3CL1, CCL5, IL23A, CCL22, IFNGR1, CSF2, CCR3, IL1R2, LTB, CXCL1, TNFSF18, CD27, TNFRSF18, CXCL2, CCL20, CSF3, IL20RA, CCL28, PF4, IL9R, CCL17, MET, CXCL8, IL1A, BMPR1B, IL4R, CD40, CCL19, TNFRSF21, CXCL16, BMP7, EGF, VEGFC, IL15RA, TNFRSF10A, TNFSF13, CSF2RA, PPBP, CCL3, IL6, BMP2, IL18, IL10RB, INHBE, TNFRSF14, TNFRSF1B, IFNLR1, CSF1, IL19, CCL26, PDGFB, AMH, NGFR, TNFSF15, TNF, PDGFA, TGFB3, CXCR6, IL1R1, CCR7, IL20RB, CSF1R, CCL3L3, TNFSF14, LTBR, IL22RA1, IFNAR2, LIF, RELT, TGFBR2, INHBB, TNFSF10, TNFRSF10D",1.51004152057517,0.302770657240282,FALSE
"H1648","Input","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.56446,1.7,0.016,2184,0.762,"CXCL10, IFNB1, RIPK3, CCL5, NFKBIA, DDX58, IKBKE, IKBKB, IRF7, IL6, IRF3, IL18",1.79588001734408,0.1180450286604,FALSE
"H1648","Input","KEGG_DILATED_CARDIOMYOPATHY",0.22268,0.664,0.936,3111,1,"ITGB6, CACNB1, TNNI3, ITGA2, ITGB4, ITGB8, ADCY4, LAMA2, ADCY6, CACNA1F, CACNB4, TNF, ITGAV, TGFB3, ADCY3",0.0287241512618947,0,FALSE
"H1648","Input","KEGG_DNA_REPLICATION",0.272,0.815,0.746,5279,1,"RNASEH2C, RNASEH1, RFC4, POLD4, MCM2, RPA4, MCM5, MCM7, POLE2, RFC5, POLA2, POLE",0.127261172527331,0,FALSE
"H1648","Input","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.39202,1.17,0.25,2350,0.671,"ETV6, ETV7, PIWIL4, NOTCH3, MAP2K1",0.602059991327962,0.173277479831008,FALSE
"H1648","Input","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.31734,0.949,0.538,5269,0.973,"ADH7, CYP2E1, ALDH3A1, CYP2D6, ALDH1A3, GSTM1, GSTO2, CYP2C18, GSTT2, GSTK1, ALDH3B2, MGST1, MAOA, ADH1A, GSTP1, MGST2, GSTM3",0.269217724333611,0.0118871597316481,FALSE
"H1648","Input","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.33408,0.999,0.423,4726,0.908,"XDH, UMPS, NAT1, UPP1, HPRT1, GMPS, GUSB, UCKL1, TYMP, CDA, IMPDH1",0.373659632624958,0.0419141514789149,FALSE
"H1648","Input","KEGG_ECM_RECEPTOR_INTERACTION",0.28407,0.856,0.672,3805,1,"ITGB6, LAMC2, CHAD, LAMA3, ITGA2, AGRN, LAMB3, CD47, ITGB4, ITGB8, VWF, SDC1, THBS4, LAMA2, ITGAV, SDC4, LAMA5, THBS1, HMMR",0.172630726946175,0,FALSE
"H1648","Input","KEGG_ENDOCYTOSIS",0.323,0.97,0.483,4228,0.973,"ITCH, SRC, RAB11FIP1, CHMP4B, EPN3, TFRC, MET, FGFR3, CLTB, HGS, GRK6, SMURF1, ARAP1, ACAP3, EGF, ADRB2, ACAP2, ARAP3, RUFY1, GRK7, CHMP6, GRK2, VPS37B, PSD4, CBLC, RAB11FIP4, CHMP4C, IGF1R, IQSEC1, CLTA, ASAP2, ARAP2, VPS37C, PRKCZ, LDLR, CHMP4A, SH3GLB2, GIT1, ARF6, RAB11A, CSF1R, ERBB3, HSPA1B, AP2M1, HSPA1A, RAB22A, FGFR2, WWP1, ACAP1, AGAP2, DNM2",0.316052869248488,0.0118871597316481,FALSE
"H1648","Input","KEGG_ENDOMETRIAL_CANCER",0.18238,0.552,0.991,3622,1,"CDH1, FOXO3, EGF, BRAF, PIK3CB, MAP2K1, BAD, PIK3CA, MYC",0.00392634551472468,0,FALSE
"H1648","Input","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.51814,1.56,0.0269,4862,0.498,"ATP6V0D2, CCL5, SRC, NFKBIA, ATP6V1C2, CXCL1, IKBKB, LYN, MET, CXCL8, PLCG2, ADAM17, MAPK9, TCIRG1, MAPK13, PTPRZ1, ATP6V0E1, HBEGF, TJP1, ATP6V0A2, PAK1, MAPK10, MAP3K14, ATP6V0B, F11R, ATP6V1H, CSK, NFKB1, GIT1, ATP6V0E2, NOD1, ATP6V1C1, ATP6V1A, IKBKG, ADAM10, RAC1, RELA, MAPK12, EGFR",1.57024771999759,0.302770657240282,FALSE
"H1648","Input","KEGG_ERBB_SIGNALING_PATHWAY",0.39761,1.18,0.214,3664,0.672,"SRC, EREG, NCK1, BTC, AREG, PLCG2, PAK6, EGF, BRAF, PIK3CB, MAPK9, PAK2, EIF4EBP1, HBEGF, CBLC, TGFA, MAP2K1, PAK1, MAPK10, RPS6KB2, BAD, PTK2, ERBB3, PIK3CA, MYC, MTOR",0.669586226650809,0.172630726946175,FALSE
"H1648","Input","KEGG_ETHER_LIPID_METABOLISM",0.2868,0.861,0.66,5129,1,"PLA2G4E, LPCAT4, PLA2G4B, PLA2G10, PLPP3, PLPP2, PLA2G12A, AGPS, PLD2, PLA2G2F, LPCAT2, PLD1",0.180456064458131,0,FALSE
"H1648","Input","KEGG_FATTY_ACID_METABOLISM",-0.23858,-0.879,0.59,18120,0.842,"HADH, ACADM, ALDH1B1, ACAA2, ECI2, ALDH9A1",0.229147988357856,0.0746879085003505,FALSE
"H1648","Input","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.31999,0.967,0.502,4757,0.969,"PLA2G4E, CSF2, LYN, PLCG2, PIK3CB, MAPK9, MAPK13, RAC2, PLA2G4B, PLA2G10, MAP2K1, VAV1, MAPK10, SYK, TNF, PIK3CA, PLA2G12A, LAT, PLA2G2F, VAV3, RAC1, PRKCD, MAPK12",0.299296282854981,0.0136762229492347,FALSE
"H1648","Input","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.26203,0.788,0.799,5129,1,"PLA2G4F, PLA2G4E, LYN, PLCG2, PIK3CB, RAC2, PLA2G4B, MAP2K1, VAV1, PAK1, ASAP2, SYK, PLPP3, RPS6KB2, LIMK2, PLPP2, SPHK1, ARF6, PIK3CA, MYO10, DNM2, LAT, PLD2, PLA2G4D, VAV3, RAC1, PRKCD, WASL, RAF1, PLD1",0.0974532206860086,0,FALSE
"H1648","Input","KEGG_FOCAL_ADHESION",0.25253,0.763,0.809,3032,1,"SRC, BIRC3, DIAPH1, ITGB6, MET, LAMC2, CHAD, LAMA3, ITGA2, LAMB3, PAK6, EGF, VEGFC, BRAF, PIK3CB, MAPK9, ITGB4, ITGB8, PAK2, RAC2, ARHGAP5, VWF, MAP2K1, VAV1, THBS4, LAMA2, CAV2, PAK1, IGF1R, MAPK10, PDGFB, BAD, ITGAV, PDGFA, PTK2",0.0920514783877277,0,FALSE
"H1648","Input","KEGG_FOLATE_BIOSYNTHESIS",-0.48535,-1.73,0.00769,12183,0.2,"GGH, ALPI, GCH1, DHFR, ALPG, ALPP, ALPL",2.11407366019857,0.698970004336019,TRUE
"H1648","Input","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.46895,1.42,0.0672,5512,0.487,"AKR1B10, MTMR1, PFKL, FBP2, MPI, PFKFB4, ALDOC, GMPPB, PFKFB2, TPI1, KHK, ALDOA, GMDS, HK2, PFKFB3, AKR1B1, PFKP, HK1",1.17263072694617,0.312471038785366,FALSE
"H1648","Input","KEGG_GALACTOSE_METABOLISM",0.39746,1.19,0.224,6475,0.689,"GLA, GALT, PFKL, GANC, GAA, GALE, HK2, AKR1B1, PGM2, PFKP, HK1, B4GALT2, HK3, B4GALT1",0.649751981665837,0.161780778092374,FALSE
"H1648","Input","KEGG_GAP_JUNCTION",-0.2056,-0.734,0.821,14131,0.914,"PRKCB, MAPK1, TUBB6, DRD1, GNAS, TUBB2B, ADCY2, GUCY1B1, ADCY1, TUBB8, PDGFRA, DRD2, KRAS, GUCY1A2, MAPK7, TUBA3D, CDK1, TUBB4A, PRKG1, PDGFD, TUBA1B, PRKACA, PDGFRB, TUBA8, TUBB2A, ADCY9, PRKACB, ITPR2, PLCB4, TUBB3, LPAR1, TUBB, NRAS, GNAQ, GNAI1, TUBA1A",0.0856568428805592,0.0390538042661686,FALSE
"H1648","Input","KEGG_GLIOMA",0.24531,0.738,0.843,3664,1,"E2F1, PLCG2, EGF, BRAF, PIK3CB, CALML6, TGFA, MAP2K1, IGF1R, PDGFB, PDGFA, CALML5, PIK3CA, MTOR",0.0741724253752577,0,FALSE
"H1648","Input","KEGG_GLUTATHIONE_METABOLISM",0.44987,1.36,0.107,3859,0.525,"G6PD, GPX2, GSS, GGT6, GSR, OPLAH, GGT1, PGD, GPX3, GSTM1, GSTO2, GSTT2, GCLM, GGCT, GGT7, GSTK1, MGST1",0.97061622231479,0.279840696594043,FALSE
"H1648","Input","KEGG_GLYCEROLIPID_METABOLISM",0.36643,1.1,0.299,5958,0.716,"DGAT1, LIPG, GLA, MBOAT2, DGKQ, AGPAT3, DGKA, DGAT2, AKR1A1, PLPP3, GPAT3, PLPP2, DGKG, DGKE, MBOAT1, CEL, DGKH, ALDH3A2, AGPAT2, AKR1B1, AGPAT4, TKFC, GLYCTK, GPAT4",0.52432881167557,0.145086977692144,FALSE
"H1648","Input","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.40692,1.21,0.198,4873,0.645,"PLA2G4E, PISD, LPCAT4, LYPLA1, PTDSS1, PCYT1A, CHKB, MBOAT2, PGS1, PLA2G4B, PLA2G10, DGKQ, AGPAT3, DGKA, PLPP3, GPAT3, PLPP2, DGKG, DGKE, MBOAT1, CDS1, PLA2G12A, GPD2, PCYT2, ACHE, DGKH, PLD2, PLA2G2F, LPCAT2, LYPLA2, AGPAT2",0.703334809738469,0.190440285364732,FALSE
"H1648","Input","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",-0.32615,-1.17,0.235,16750,0.673,"CTH, DMGDH, PHGDH, PSPH, GNMT, GLDC, PSAT1, SRR",0.628932137728264,0.171984935776023,FALSE
"H1648","Input","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.3453,1.04,0.39,6874,0.846,"ADH7, ALDH3A1, ALDH1A3, PFKL, FBP2, AKR1A1, ALDOC, PKM, DLAT, ALDH3B2, GPI, TPI1, LDHAL6B, ALDOA, GAPDH, HK2, ALDH3A2, ADH1A, ACSS2, GALM, PGM2, PFKP, LDHB, HK1, ADH6, PGAM1, LDHA, HK3, ALDH2, PCK2, ALDH3B1, FBP1",0.408935392973501,0.0726296369609765,FALSE
"H1648","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.36842,1.1,0.317,3293,0.716,"B4GALT7, CHST11, B3GALT6, DSE, XYLT2, CHST15, CSGALNACT1",0.498940737782249,0.145086977692144,FALSE
"H1648","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.28866,0.873,0.644,3227,1,"HS3ST1, B4GALT7, HS6ST2, B3GALT6, XYLT2, EXT1",0.191114132640188,0,FALSE
"H1648","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.34764,1.04,0.397,3626,0.846,"B3GNT7, CHST6, CHST4, FUT8, B4GALT4",0.401209493236885,0.0726296369609765,FALSE
"H1648","Input","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.43688,1.32,0.106,5562,0.569,"HYAL4, IDS, SGSH, GUSB, HGSNAT, HYAL3, HEXA, HYAL1, IDUA, NAGLU, HPSE",0.97469413473523,0.244887733604929,FALSE
"H1648","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",-0.19525,-0.705,0.913,14842,0.911,"ST3GAL2, ST8SIA1, ST8SIA5, B4GALNT1, ST6GALNAC3",0.039529222465701,0.0404816230270017,FALSE
"H1648","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.53022,1.6,0.0339,2720,0.673,"GLA, FUT2, B3GALT5, FUT1, A4GALT",1.46980030179692,0.171984935776023,FALSE
"H1648","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.49605,1.51,0.0481,3986,0.46,"ABO, B3GNT3, FUT3, FUT2, B3GALT5, B3GNT4, B3GNT5, FUT1, FUT4, B4GALT4, ST3GAL4, GCNT2",1.31785492362617,0.337242168318426,FALSE
"H1648","Input","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.38619,1.16,0.242,4959,0.685,"PIGU, PIGB, PIGZ, PIGX, GPAA1, PIGQ, PIGS, PIGO, PIGL, PIGH, PIGW",0.616184634019569,0.164309428507574,FALSE
"H1648","Input","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.60637,-2.27,0,17388,0.0907,"MTHFD2, HYI, MDH1, ACO1, GRHPR",Inf,1.0423927129399,TRUE
"H1648","Input","KEGG_GNRH_SIGNALING_PATHWAY",0.26855,0.819,0.732,5175,1,"MAP3K4, SRC, PLA2G4E, MAPK9, MAPK13, CALML6, ADCY4, PLA2G4B, PLCB3, PLA2G10, HBEGF, MAP2K1, PTK2B, MAPK10, ADCY6, CACNA1F, ADCY3, MMP14, CALML5, MAP3K2, ITPR3, PLA2G12A, LHB, PLD2, PLA2G2F, PRKCD, MAPK12, CAMK2G, EGFR, ADCY7, RAF1, PLD1, MAP3K1",0.135488918941608,0,FALSE
"H1648","Input","KEGG_GRAFT_VERSUS_HOST_DISEASE",0.38487,1.15,0.257,2957,0.673,"IL1A, IL6, TNF",0.590066876668705,0.171984935776023,FALSE
"H1648","Input","KEGG_HEDGEHOG_SIGNALING_PATHWAY",-0.21478,-0.767,0.709,16454,0.878,"BMP8A, BMP8B, HHIP, BMP6, PRKACA, WNT2B, GAS1, PRKACB, GLI2, SUFU, WNT5A, GLI3, CSNK1G3, RAB23",0.149353764816933,0.0565054840938974,FALSE
"H1648","Input","KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.42186,1.27,0.136,3286,0.578,"ITGAM, CSF2, IL1R2, CSF3, TFRC, IL9R, IL1A, ITGA2, IL4R, CSF2RA, IL6, CD9, CSF1, TNF, IL1R1, CSF1R",0.866461091629782,0.238072161579471,FALSE
"H1648","Input","KEGG_HISTIDINE_METABOLISM",0.42285,1.27,0.139,4814,0.578,"LCMT1, ALDH3A1, ALDH1A3, TRMT11, HNMT, ACY3, ALDH3B2, HEMK1, MAOA, HAL, AOC1, ALDH3A2",0.856985199745905,0.238072161579471,FALSE
"H1648","Input","KEGG_HOMOLOGOUS_RECOMBINATION",0.41424,1.23,0.184,3359,0.618,"EME1, RAD51B, RAD51, MUS81, XRCC2, RAD51D, MRE11, RAD54L, POLD4, RAD54B, RPA4",0.735182176990464,0.209011524911184,FALSE
"H1648","Input","KEGG_HUNTINGTONS_DISEASE",-0.21836,-0.789,0.789,17299,0.856,"POLR2G, DCTN2, CLTCL1, CREB3L1, UQCRQ, RCOR1, HIP1, NDUFB3, PLCB4, PPARGC1A, COX7A2, AP2S1, BDNF, NDUFA8, CREB3L2, NDUFA7, NDUFA4, NDUFS4, GNAQ, NDUFS7, ATP5F1A, COX7B, UQCR10, NDUFB1, APAF1, COX6B1, NDUFB2, SDHC, DCTN1, ATP5MC2, NDUFS5",0.10292299679058,0.0675262353228468,FALSE
"H1648","Input","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.25701,0.773,0.81,3041,1,"ITGB6, CACNB1, TNNI3, ACE, ITGA2, ITGB4, ITGB8, IL6, LAMA2, CACNA1F, CACNB4, TNF, ITGAV, TGFB3",0.0915149811213502,0,FALSE
"H1648","Input","KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.27439,0.818,0.74,5554,1,"INPP4A, PLCG2, IPMK, PIK3CB, INPP4B, PLCB3, SYNJ2, PIK3C2B, IPPK, PIK3C2G, PIK3CA, OCRL, TPI1, ISYNA1, INPP5K, PIP4K2C, PLCD3, INPP5E, INPPL1",0.130768280269024,0,FALSE
"H1648","Input","KEGG_INSULIN_SIGNALING_PATHWAY",0.21936,0.666,0.924,7068,1,"IKBKB, PYGL, BRAF, PIK3CB, MAPK9, MKNK1, CALML6, FOXO1, EIF4EBP1, FBP2, CBLC, MAP2K1, MAPK10, RPS6KB2, BAD, SH2B2, PRKCZ, CALML5, TRIP10, PTPRF, PRKAR1B, PHKG2, PIK3CA, MTOR, SOCS2, ACACA, INSR, MKNK2, IRS1, HK2, PRKAB1, INPP5K, SOCS1, PPP1R3D, PHKG1, RAF1, EXOC7, HK1, SOCS3, MAP2K2, SHC2, FASN, PHKA1, TSC2, SOS1, PRKCI, HK3, PRKAA1, CRKL, SOS2, GYS1, LIPE, INPP5D, PYGM, PRKAG2, PCK2, FBP1, FLOT2, PHKA2, CALM2",0.0343280287798933,0,FALSE
"H1648","Input","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.51136,1.56,0.0337,4573,0.498,"PIGR, CCL28, ICOSLG, CD40, IL15RA, TNFSF13, IL6, MAP3K14, LTBR, MADCAM1, IL15",1.47237009912866,0.302770657240282,FALSE
"H1648","Input","KEGG_JAK_STAT_SIGNALING_PATHWAY",0.40928,1.24,0.166,4604,0.607,"IFNL1, IFNL3, CRLF2, IFNB1, IFNL2, IL23A, IFNGR1, CSF2, CSF3, IL20RA, IL9R, SPRY3, IRF9, IL4R, PIK3CB, IL15RA, CSF2RA, SPRY1, PTPN6, IL6, CBLC, IL10RB, IFNLR1, IL19, STAT6, TYK2, STAT2, IL20RB, PIK3CA, IL22RA1, MYC, IFNAR2, LIF, SOCS2, CCND3, IFNGR2, PIM1, JAK3, CLCF1, OSMR, STAT5A, IL15, SOCS7",0.779891911959945,0.216811308924742,FALSE
"H1648","Input","KEGG_LEISHMANIA_INFECTION",0.46633,1.4,0.0794,3125,0.513,"ITGAM, NFKBIA, IFNGR1, TLR2, IL1A, NCF4, ITGB2, TAB2, MAPK13, PTPN6, C3, IRAK1, CYBA, TNF, TGFB3, MYD88, NFKB1",1.1001794975729,0.289882634888184,FALSE
