"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1975","Input","KEGG_TASTE_TRANSDUCTION",0.42289,1.27,0.176,209,0.548,"PRKACA, CACNA1A",0.75448733218585,0.261219441515631,FALSE
"H1975","Input","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",-0.54759,-1.66,0.0522,7326,0.307,"PDSS1, MVK, HMGCS1, ACAT2, IDI1, DHDDS, HMGCR",1.28232949699774,0.512861624522813,FALSE
"H1975","Input","KEGG_TGF_BETA_SIGNALING_PATHWAY",0.30038,0.903,0.547,2687,0.652,"THBS2, MYC, AMH, THBS1, SMURF1, RPS6KB2, RBL2, ZFYVE16, E2F4, MAPK1, PPP2CB, SMAD4, TGFBR1, ACVR1, E2F5, SMAD1, SMURF2, TGFB2",0.262012673666569,0.18575240426808,FALSE
"H1975","Input","KEGG_THYROID_CANCER",0.42462,1.27,0.191,3100,0.548,"TP53, MYC, PPARG, MAP2K2, NCOA4, MAPK1, TCF7L1, BRAF, RXRG, PAX8, TPM3, CCND1, CTNNB1, CDH1, TFG",0.718966632752272,0.261219441515631,FALSE
"H1975","Input","KEGG_TIGHT_JUNCTION",0.32384,0.984,0.445,1251,0.591,"MYH7, PRKCA, MYH11, MYL9, MYH9, PTEN, AKT1, PRKCH, LLGL1, CLDN4, ACTN3, RRAS2, MYL12A, MYH10, EPB41L2, PRKCB, GNAI2, CASK, PRKCD, CLDN16, CLDN6, EPB41L1, TJP2",0.351639989019068,0.228412519118745,FALSE
"H1975","Input","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.3736,1.12,0.285,2278,0.589,"LY96, IRF5, CD40, AKT1, CASP8, MAP2K2, PIK3R2, IRAK4, TAB1, MAPK10, IRAK1, MYD88, MAPK8, IRF7, MAP2K4, CD14, PIK3CA, MAP3K7, IKBKG, TOLLIP, MAPK1, CHUK, IKBKB, TAB2, FADD, NFKB1, LBP",0.54515513999149,0.229884705212898,FALSE
"H1975","Input","KEGG_TRYPTOPHAN_METABOLISM",0.40515,1.24,0.205,1308,0.536,"MAOB, CYP1B1, KYNU, GCDH, EHHADH, MAOA",0.688246138944246,0.27083521030723,FALSE
"H1975","Input","KEGG_TYPE_II_DIABETES_MELLITUS",0.45913,1.37,0.121,2992,0.741,"CACNA1A, PIK3R2, MAPK10, PRKCD, MAPK8, PIK3CA, PKM, MAPK1, IRS1, IKBKB, HK2, IRS2, HK3, ABCC8, PKLR, MTOR, INSR, MAPK9",0.91721462968355,0.130181792020672,FALSE
"H1975","Input","KEGG_TYROSINE_METABOLISM",0.45094,1.33,0.166,1308,0.63,"ALDH3B1, MAOB, TAT, MIF, GSTZ1, TRMT11, MAOA",0.779891911959945,0.200659450546418,FALSE
"H1975","Input","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.35193,1.05,0.364,3051,0.606,"PAK5, PAK6, CARD11, VAV2, VAV1, AKT1, MALT1, MAP2K2, RAF1, PIK3R2, PIK3CA, MAP3K7, IKBKG, PAK1, FYN, PPP3CA, MAPK1, CHUK, IKBKB, PPP3CB, CDK4, PDPK1, NFKB1, PAK3, NFATC3, CBL, SOS2, PAK2, MAPK14, BCL10, MAPK9, NFAT5",0.438898616350944,0.217527375833714,FALSE
"H1975","Input","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.21391,0.655,0.912,1755,0.976,"UBA7, ITCH, UBE2O, CUL4B, UBE3C, HUWE1, UBA6, CUL7, KEAP1, MGRN1, SMURF1, FBXW11, HERC1, UBE2M, HERC4, WWP2, STUB1, UBA1, ERCC8, BIRC6, FBXW8, XIAP",0.0400051616715838,0.0105501823333082,FALSE
"H1975","Input","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",-0.25119,-0.765,0.749,8873,0.84,"BCAT1",0.125518182300534,0.0757207139381184,FALSE
"H1975","Input","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-0.42544,-1.28,0.184,7467,0.441,"ACADM, ALDH6A1, ALDH7A1, HADH, HADHA, ACADS, OXCT1, ABAT, ALDH3A2, HMGCS1, ACAT2, HIBCH, BCAT1, ALDH2, DBT, AUH, MCEE",0.735182176990464,0.355561410532161,FALSE
"H1975","Input","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.43447,1.31,0.15,1381,0.651,"CALD1, MYLK, PLA2G6, PRKACA, PRKCA, MYH11, MYL9, ITPR1, PRKCH, ARAF, ADCY7, GNA13, MYL6, PRKCB, MAP2K2, RAF1, GNA11, GNA12, PRKCD, MYL6B, CACNA1F",0.823908740944319,0.186419011431808,FALSE
"H1975","Input","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.41656,1.26,0.196,2604,0.552,"PRKACA, DYNC1I2, DYNC1H1, DYNC1LI2, DCTN1, DYNC1LI1, DYNC2LI1, CREB5, DCTN2, RAB5B, DCTN4, DCTN5, DYNC2H1, PRKACB, GNAS, STX4, RAB5A",0.707743928643524,0.258060922270801,FALSE
"H1975","Input","KEGG_VEGF_SIGNALING_PATHWAY",0.43332,1.3,0.174,1074,0.609,"NOS3, RAC2, PLA2G6, PRKCA, HSPB1, AKT1, PRKCB, MAP2K2, PLCG2, RAF1, PIK3R2, MAPKAPK3",0.7594507517174,0.215382707367125,FALSE
"H1975","Input","KEGG_VIBRIO_CHOLERAE_INFECTION",0.34744,1.03,0.358,2785,0.583,"PRKACA, PRKCA, KDELR1, PRKCB, PLCG2, TJP2, PRKACB, ATP6V1C1, ATP6V1G1, GNAS, ATP6V1D, ATP6V1E1, ATP6V1B2, TCIRG1",0.446116973356126,0.234331445240986,FALSE
"H1975","Input","KEGG_VIRAL_MYOCARDITIS",0.47521,1.43,0.101,825,0.752,"MYH7, RAC2, CAV1, MYH11, MYH9, ICAM1, CD40, CASP8, MYH10",0.995678626217357,0.123782159408358,FALSE
"H1975","Input","KEGG_WNT_SIGNALING_PATHWAY",0.32988,0.989,0.435,2201,0.612,"RAC2, FZD2, TP53, PRKACA, PRKCA, PRICKLE1, MYC, WNT5B, DVL1, PRKCB, DVL2, FBXW11, MAPK10, PPP2R5E, MAPK8, DAAM1, MAP3K7, PPP2R5B, PPP3CA, PPP2CB, PPP3CB, APC, SMAD4, PRKACB, TCF7L1, PPP2R5C",0.361510743045363,0.213248577854439,FALSE
"H2009","Input","KEGG_ABC_TRANSPORTERS",0.32322,1.09,0.298,1760,0.498,"ABCG2, ABCD1, ABCC1, ABCA1, ABCC3",0.525783735923745,0.302770657240282,FALSE
"H2009","Input","KEGG_ACUTE_MYELOID_LEUKEMIA",-0.46475,-1.51,0.0914,7134,0.344,"RPS6KB1, MTOR, PIK3CB, MAP2K2, IKBKG, STAT5A, NFKB1, SOS1, RPS6KB2, PIK3R2, MAPK1, ARAF, RELA, AKT1, BRAF, MAPK3, PIK3CA, PIK3R1, AKT2, CEBPA, IKBKB, EIF4EBP1, RAF1, CCND1",1.03905380426617,0.46344155742847,FALSE
"H2009","Input","KEGG_ADHERENS_JUNCTION",0.26174,0.875,0.581,1714,0.657,"RAC2, CTNNB1, CDH1, CTNND1, CTNNA1, CTNNA2, LMO7, NECTIN4, TJP1, NECTIN1, ACTN4, BAIAP2, MET, AFDN, SSX2IP, ERBB2, IGF1R, SORBS1, PTPRJ, YES1, NECTIN2",0.235823867609669,0.182434630440219,FALSE
"H2009","Input","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",-0.49211,-1.57,0.0657,6982,0.332,"ACSL5, MAPK10, ACACB, MTOR, NFKBIB, IKBKG, PRKCQ, NFKB1, STK11, PRKAG2, TRAF2, PRKAB2, CPT1A, PCK2, MAPK8, PRKAB1, NFKBIE, RELA, AKT1, CAMKK2, PTPN11, PRKAA1, AKT2, PRKAG1, IKBKB",1.18243463044022,0.478861916295964,FALSE
"H2009","Input","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",-0.41557,-1.3,0.157,8405,0.373,"CAD, ADSL, ASL, NIT2, ASNS, CPS1, ASS1",0.804100347590766,0.428291168191312,FALSE
"H2009","Input","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",-0.24436,-0.773,0.719,6160,0.84,"IRS2, INSR, PRKCA, HSD11B2, PRKCB, PIK3CB, PIK3R2, MAPK1, NEDD4L, MAPK3, PIK3CA, PIK3R1",0.143271109617117,0.0757207139381184,FALSE
"H2009","Input","KEGG_ALZHEIMERS_DISEASE",-0.1856,-0.612,0.958,6977,0.971,"CDK5, ATP5PB, CAPN2, NDUFAB1, CASP9, COX6C, CASP8, CASP3, MAPK1, BACE2, ATP2A3, APAF1, IDE, FADD, GAPDH, APBB1, MAPK3, MME, CAPN1, GSK3B, PLCB4, CASP7, PLCB2",0.0186344909214556,0.0127807700919951,FALSE
"H2009","Input","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-0.23689,-0.765,0.739,5956,0.837,"NARS2, FARS2, SARS2, EARS2, WARS2, MTFMT, FARSB, VARS2, FARSA, SEPSECS",0.131355561605174,0.07727454200674,FALSE
"H2009","Input","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",-0.6384,-2.05,0.00699,6681,0.374,"NANS, GFPT2, GMPPA, UGP2, GCK, CYB5R1, GNE, HK3, NAGK, GALE, PGM2, GALK1, PGM1, GFPT1, GALK2, PMM2, GMDS, MPI, PGM3, PMM1, GNPDA2, GMPPB, GALT, UAP1, FPGT, GNPNAT1, GNPDA1, GPI, AMDHD2",2.15552282425432,0.42712839779952,FALSE
"H2009","Input","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",-0.25587,-0.821,0.66,7014,0.779,"CCS, CASP9, MAPK14, MAPK12, CASP1, CASP3, NEFM, PRPH, PRPH2, APAF1, BAX, SOD1, MAP2K3",0.180456064458131,0.108462542327436,FALSE
"H2009","Input","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.2992,0.992,0.408,2758,0.534,"CTSS, CTSL, CD74, RFXAP, RFXANK, CTSB, CALR, HSPA5, CREB1, RFX5, TAPBP, PSME3, NFYB, HSPA1L, IFI30, PDIA3",0.38933983691012,0.272458742971444,FALSE
"H2009","Input","KEGG_APOPTOSIS",-0.33497,-1.07,0.311,7026,0.482,"CAPN2, IRAK4, PIK3CB, CASP9, CASP6, IKBKG, NFKB1, BIRC2, CASP8, CASP3, TRAF2, PIK3R2, APAF1, IL1A, MYD88, RIPK1, BAX, RELA, AKT1, FADD, DFFB, PIK3CA, CAPN1, PIK3R1, AKT2, CASP7, IKBKB",0.507239610973163,0.31695296176115,FALSE
"H2009","Input","KEGG_ARACHIDONIC_ACID_METABOLISM",0.31385,1.02,0.388,356,0.541,"GPX1, PLA2G12A, GGT5",0.411168274405793,0.266802734893431,FALSE
"H2009","Input","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.25409,0.847,0.572,575,0.684,"GLUD2, GATM, ARG1, ALDH1B1, OAT, MAOA, PYCR1",0.242603971206976,0.164943898279884,FALSE
"H2009","Input","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.7275,2.34,0,765,0.226,"ITGB6, ITGB4, ITGA2B, DSC2, GJA1, ITGA6, DSG2, PKP2, ITGA3, CTNNB1, LMNA, ITGA4, ITGB8, CTNNA1, CTNNA2, ITGA5, ITGA2, ITGAV, ACTN4",Inf,0.645891560852599,TRUE
"H2009","Input","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.56676,1.82,0.0312,2597,0.186,"ALDH1B1, ALDH2, UGDH, ALDH7A1, ALDH3A2",1.50584540598156,0.730487055782084,TRUE
"H2009","Input","KEGG_AXON_GUIDANCE",0.23453,0.798,0.705,1058,0.747,"RAC2, SEMA4B, EFNB2, EPHA1, SEMA4D, EPHA2, HRAS, ROBO1, EPHB2, KRAS, NRAS, MET, PLXNB2, SEMA7A",0.151810883008601,0.126679398184601,FALSE
"H2009","Input","KEGG_BASAL_CELL_CARCINOMA",0.32696,1.08,0.312,2067,0.502,"TP53, CTNNB1, FZD6, DVL1, WNT5B, FZD7, APC",0.505845405981557,0.299296282854981,FALSE
"H2009","Input","KEGG_BASAL_TRANSCRIPTION_FACTORS",0.15908,0.526,0.99,6214,1,"TAF12, GTF2H1, TAF4, TAF11, TAF5, GTF2I, GTF2B, GTF2H2, TAF5L, TAF6, TAF9, TAF10, GTF2F2, TAF1, GTF2H3, TAF2, GTF2E2, GTF2H4, GTF2F1, TAF7, TAF6L, GTF2E1, GTF2A2, TAF9B, TBP, GTF2A1",0.00436480540245009,0,FALSE
"H2009","Input","KEGG_BASE_EXCISION_REPAIR",-0.25731,-0.826,0.645,5421,0.779,"POLE4, UNG, PARP1, POLE2, POLL, MUTYH, POLE, FEN1, PARP4, MPG, NTHL1, NEIL2, SMUG1, HMGB1, APEX1",0.190440285364732,0.108462542327436,FALSE
"H2009","Input","KEGG_BETA_ALANINE_METABOLISM",0.40571,1.32,0.143,2236,0.351,"ACADM, ALDH1B1, ECHS1, HADHA, ALDH2, SMS, ALDH7A1",0.844663962534938,0.454692883534176,FALSE
"H2009","Input","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.46174,1.51,0.0791,1789,0.261,"FADS2, ACAA1, ACOX1, PECR, HADHA, ELOVL6, ELOVL5, FADS1",1.10182351650232,0.583359492661719,FALSE
"H2009","Input","KEGG_BLADDER_CANCER",0.33547,1.11,0.29,1410,0.492,"TP53, MMP1, CDH1, VEGFA, CDKN2A, HRAS, KRAS, NRAS, CXCL8, ERBB2, VEGFC, MYC",0.537602002101044,0.30803489723264,FALSE
"H2009","Input","KEGG_BUTANOATE_METABOLISM",0.44758,1.5,0.0806,2315,0.237,"ALDH1B1, OXCT1, ACAT1, ECHS1, HADH, HADHA, PDHA1, PDHB, ALDH2, ALDH7A1, HMGCL",1.09366495819491,0.625251653989896,FALSE
"H2009","Input","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",-0.34974,-1.1,0.303,6569,0.466,"BTK, BCL10, VAV3, PPP3CC, PTPN6, PIK3AP1, MAP2K1, PRKCB, PIK3CB, NFKBIB, PLCG2, MAP2K2, IKBKG, NFKB1, SOS1, NFATC2, PIK3R2, MAPK1, VAV2, NFKBIE, RELA, AKT1, MAPK3, PIK3CA, GSK3B, PIK3R1, AKT2, MALT1, IKBKB, RAF1",0.518557371497695,0.33161408331,FALSE
"H2009","Input","KEGG_CALCIUM_SIGNALING_PATHWAY",-0.19421,-0.621,0.932,7972,0.972,"PHKG2, ATP2A3, PHKB, SLC8A1, PDGFRA, PDGFRB, PPID, P2RX4, PLCG1, PLCB4, PLCB2",0.0305840876460186,0.0123337350737254,FALSE
"H2009","Input","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.34627,1.12,0.287,1871,0.502,"TNNC1, ATP1A2, SLC9A6, ATP1B1, SLC9A1, UQCRH, CACNA2D1, UQCRB, UQCRFS1",0.542118103266008,0.299296282854981,FALSE
"H2009","Input","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.57772,1.93,0.0205,843,0.235,"CDH15, CDH3, CNTN1, ITGB2, CD274, CLDN7, ITGA6, F11R, SDC4, ALCAM, CDH1, ITGA4, ITGB8, NLGN2, CD276, ITGAV, CD58, CD99, NECTIN1, ICAM2, PVR, ICAM1",1.68824613894425,0.628932137728264,TRUE
"H2009","Input","KEGG_CELL_CYCLE",-0.22933,-0.745,0.788,7610,0.847,"CCND3, TFDP2, CDK1, ABL1, YWHAQ, YWHAG, BUB1B, CDKN1A, SMAD2, TGFB3, ORC6, CDK6, GSK3B, PTTG1, CDKN1B, CDKN2C, CCND1, RB1",0.103473782510445,0.0721165896692931,FALSE
"H2009","Input","KEGG_CHEMOKINE_SIGNALING_PATHWAY",-0.4488,-1.47,0.0777,7050,0.362,"PRKCB, ROCK1, PXN, PIK3CB, NFKBIB, PTK2B, IKBKG, CRKL, NFKB1, SOS1, GNAI1, PTK2, PIK3R2, MAPK1, VAV2, GSK3A, CRK, ROCK2, FOXO3, PRKCZ, ADCY5, RELA, PREX1, AKT1, BRAF, GRK2, MAPK3, ADCY6, PIK3CA, CCL13, CCL20, GSK3B, PIK3R1, AKT2, PLCB4, STAT2, IKBKB, ELMO1, CSK, PLCB2, RAF1, CXCR4, WAS",1.10957898119909,0.441291429466834,FALSE
"H2009","Input","KEGG_CHRONIC_MYELOID_LEUKEMIA",-0.44086,-1.41,0.124,7329,0.344,"MAP2K2, IKBKG, CRKL, STAT5A, NFKB1, SOS1, ABL1, PIK3R2, MAPK1, CRK, ARAF, CDKN1A, RELA, CBL, AKT1, BRAF, TGFB3, MAPK3, PTPN11, PIK3CA, CDK6, PIK3R1, AKT2, CBLB, IKBKB, CDKN1B, GAB2, RAF1, CCND1, RB1",0.906578314837765,0.46344155742847,FALSE
"H2009","Input","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.65024,2.12,0.00676,1274,0.156,"BHLHE41, BHLHE40, CLOCK",2.17005330405836,0.806875401645538,TRUE
"H2009","Input","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.30027,0.988,0.404,3184,0.53,"SDHA, SDHB, IDH3A, PDHA1, PDHB, SUCLG2, SUCLG1, DLST, MDH2, ACO2, IDH3G, FH, PC, DLD, IDH3B, SDHD",0.393618634889395,0.275724130399211,FALSE
"H2009","Input","KEGG_COLORECTAL_CANCER",-0.29448,-0.934,0.514,6980,0.623,"MAP2K1, APPL1, MAPK10, PIK3CB, CASP9, CASP3, PIK3R2, MAPK1, MAPK8, ARAF, SMAD2, BAX, AKT1, BRAF, TGFB3, MAPK3, PIK3CA, GSK3B, PIK3R1, AKT2, RAF1, CCND1",0.289036881004724,0.20551195334083,FALSE
"H2009","Input","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.56122,1.84,0.0353,587,0.193,"PLAT, F3, SERPINA1, PLAU, THBD, MBL2, CFI, PLAUR, TFPI, CD55, PROS1",1.45222529461218,0.714442690992226,TRUE
"H2009","Input","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.42514,-1.34,0.159,6006,0.359,"AHCYL1, AHCYL2, LDHB, TAT, MPST, MAT2A, CTH, ADI1, MTR, MAT1A, ENOPH1, SDS, LDHA, AHCY, CDO1, CBS, SRM",0.798602875679548,0.444905551421681,FALSE
"H2009","Input","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.28406,0.951,0.487,2322,0.55,"LIFR, OSMR, TNFRSF1A, VEGFA, TNFSF9, IL13RA1, EPO, IL1R1, LTBR, MET, IL1RAP, TGFB2, CXCL8, VEGFC, TNFRSF10B, PDGFC, TNFRSF12A, TNFRSF10A, ACVR1, TNFSF13B, IL10RB, IL25, CD40",0.312471038785366,0.259637310505756,FALSE
"H2009","Input","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",-0.38272,-1.24,0.209,7218,0.416,"NFKBIB, IKBKG, NFKB1, CASP1, IRF3, IL18, DDX58, RIPK1, TBK1, RELA, PYCARD, IKBKB",0.679853713888946,0.380906669373257,FALSE
"H2009","Input","KEGG_DILATED_CARDIOMYOPATHY",0.53846,1.77,0.037,1330,0.188,"ITGB6, TNNC1, ITGB4, ITGA2B, ITGA6, ITGA3, LMNA, ITGA4, ITGB8, ITGA5, ITGA2, ITGAV, TTN, SGCB, TGFB2, CACNA2D1, DAG1",1.431798275933,0.72584215073632,TRUE
"H2009","Input","KEGG_DNA_REPLICATION",0.30351,0.995,0.406,3899,0.539,"POLA2, MCM3, POLD4, RFC4, SSBP1, RFC1, RFC2, RNASEH2A, RPA3, MCM4, RFC3, RFC5, MCM7, POLD3, MCM2, POLE3, POLA1, PRIM2, RPA2, PCNA, MCM6, POLD2, MCM5, RPA1, LIG1",0.391473966422806,0.268411234813261,FALSE
"H2009","Input","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.3217,1.06,0.327,866,0.511,"NOTCH3, ETV6, KRAS",0.485452247339714,0.291579099865287,FALSE
"H2009","Input","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",-0.43435,-1.41,0.119,8535,0.344,"ALDH3A1, GSTZ1, GSTO1, GSTP1, GSTM3, ADH5",0.924453038607469,0.46344155742847,FALSE
"H2009","Input","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",-0.42153,-1.38,0.139,6255,0.333,"GUSB, UCK2, UCK1, TK1, TK2, IMPDH1, GMPS, UPP1, NAT1, DPYD, XDH, HPRT1, IMPDH2, UMPS, TPMT, ITPA",0.856985199745905,0.47755576649368,FALSE
"H2009","Input","KEGG_ECM_RECEPTOR_INTERACTION",0.64879,2.15,0.00926,772,0.181,"ITGB6, LAMC2, COL6A1, TNC, ITGB4, ITGA2B, LAMB3, ITGA6, ITGA3, SDC4, ITGA4, ITGB8, LAMA3, LAMA4, ITGA5, ITGA2, LAMB1, ITGAV, COL6A6, CD47",2.03338901331807,0.742321425130815,TRUE
"H2009","Input","KEGG_ENDOCYTOSIS",-0.37891,-1.21,0.23,6772,0.416,"EHD4, SMAP2, VPS37C, SH3GLB2, PARD6G, CLTC, SH3GLB1, PARD6B, CHMP6, F2R, VPS36, RABEP1, ASAP1, DNM3, VPS4A, EHD2, MVB12A, PDCD6IP, ASAP2, VTA1, DNM2, SH3GL1, USP8, CHMP4A, CHMP4B, VPS28, LDLRAP1, PRKCZ, NEDD4L, VPS37A, VPS4B, ACAP2, PDGFRA, TSG101, NEDD4, CBL, SNF8, PRKCI, ARFGAP2, EHD1, SMAP1, GRK2, FGFR2, CHMP5, IQSEC1, EHD3, TRAF6, CHMP2A, VPS25, ARAP2, CBLB, ARAP1, ACAP3, CXCR4, ARFGAP1, ARFGAP3",0.638272163982407,0.380906669373257,FALSE
"H2009","Input","KEGG_ENDOMETRIAL_CANCER",-0.30712,-0.998,0.418,7206,0.572,"PIK3CB, CASP9, MAP2K2, SOS1, PTEN, PIK3R2, MAPK1, FOXO3, ARAF, AKT1, BRAF, ILK, MAPK3, PIK3CA, GSK3B, PIK3R1, AKT2, RAF1, CCND1",0.378823718224965,0.242603971206976,FALSE
"H2009","Input","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",-0.35331,-1.13,0.262,7031,0.459,"MAPK10, ATP6V1E1, ATP6V1G1, PLCG2, IKBKG, NFKB1, MAPK14, MAPK12, CASP3, ATP6V1H, MAPK8, MAP2K4, ATP6V1B2, ATP6V1B1, ATP6V1A, ATP6V1C1, RELA, PTPN11, JAM3, PLCG1, IKBKB, CSK",0.581698708680255,0.338187314462739,FALSE
"H2009","Input","KEGG_ERBB_SIGNALING_PATHWAY",-0.41731,-1.33,0.128,6980,0.363,"MAP2K1, PAK3, MAPK10, PRKCB, RPS6KB1, MTOR, CAMK2B, PIK3CB, PAK2, PLCG2, MAP2K2, NCK1, CRKL, STAT5A, SOS1, RPS6KB2, MAP2K7, PTK2, ABL1, PIK3R2, MAPK1, MAPK8, MAP2K4, CRK, ARAF, CDKN1A, CBL, AKT1, BRAF, MAPK3, PIK3CA, GSK3B, PIK3R1, AKT2, PLCG1, CBLB, CDKN1B, EIF4EBP1, RAF1",0.892790030352132,0.440093374963888,FALSE
"H2009","Input","KEGG_ETHER_LIPID_METABOLISM",0.58448,1.89,0.0208,795,0.202,"LPCAT1, PLPP2, PLA2G12A, CHPT1, PLPP3, LPCAT2, AGPS",1.68193666503724,0.694648630553376,TRUE
"H2009","Input","KEGG_FATTY_ACID_METABOLISM",0.49933,1.62,0.0523,1776,0.226,"ACADM, ALDH1B1, ACAA1, ACOX1, ACADVL, CPT2, ACAT1, ECHS1, HADHB, HADH, HADHA, ACSL4, ACADSB, ECI2, ACSL3, ALDH2",1.28149831113273,0.645891560852599,FALSE
"H2009","Input","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",-0.34406,-1.13,0.29,6980,0.459,"MAP2K1, MAPK10, PRKCB, PIK3CB, PLCG2, MAP2K2, MAPK14, MAPK12, SOS1, MAP2K7, PIK3R2, MAPK1, VAV2, MAPK8, MAP2K4, AKT1, MAPK3, PIK3CA, PIK3R1, AKT2, PLCG1, MAP2K3, GAB2, RAF1",0.537602002101044,0.338187314462739,FALSE
"H2009","Input","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",-0.33471,-1.1,0.306,6267,0.466,"ARPC2, PRKCA, PAK1, ARPC4, DNM1L, PIP4K2B, ARPC1A, VAV3, CFL1, WASL, MAP2K1, PRKCB, RPS6KB1, PIK3CB, PLCG2, AMPH, CRKL, ASAP1, LIMK2, DNM3, RPS6KB2, ASAP2, DNM2, PIK3R2, MAPK1, VAV2, CRK, AKT1, MAPK3, PIK3CA, PIK3R1, AKT2, PLCG1, GAB2, RAF1, WAS",0.51427857351842,0.33161408331,FALSE
"H2009","Input","KEGG_FOCAL_ADHESION",0.33848,1.1,0.318,765,0.495,"ITGB6, LAMC2, RAC2, COL6A1, TNC, ITGB4, ITGA2B, LAMB3, ITGA6, ITGA3, CAV2, CTNNB1, VEGFA, ITGA4, ITGB8, LAMA3, LAMA4, PIK3R3, ITGA5, FLNB, ITGA2, HRAS, LAMB1, ITGAV, COL6A6, JUN, ACTN4",0.497572880015567,0.305394801066431,FALSE
"H2009","Input","KEGG_FOLATE_BIOSYNTHESIS",-0.54975,-1.76,0.0243,5955,0.376,"QDPR, PTS, SPR, DHFR",1.61439372640169,0.424812155072339,FALSE
"H2009","Input","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.52604,-1.73,0.032,7189,0.349,"HK3, TPI1, ALDOA, SORD, KHK, PMM2, GMDS, MPI, PMM1, PHPT1, PFKFB3, GMPPB, PFKP, MTMR2, MTMR6, FPGT, PFKM, PFKL",1.49485002168009,0.45717457304082,FALSE
"H2009","Input","KEGG_GALACTOSE_METABOLISM",-0.48625,-1.6,0.0545,6911,0.331,"UGP2, GCK, HK3, GALE, PGM2, GALK1, PGM1, GALK2, PFKP, GALT, PFKM, PFKL",1.26360349772336,0.480172006224281,FALSE
"H2009","Input","KEGG_GAP_JUNCTION",-0.45665,-1.45,0.105,7537,0.339,"SOS1, GNAI1, CDK1, TUBB4B, MAPK1, MAPK7, ADCY5, PDGFRA, PDGFRB, TUBA1C, TUBB1, TUBB3, MAP2K5, MAPK3, TUBB, TUBB6, ADCY6, TUBA3C, TUBA1B, TUBB2A, TUBAL3, PLCB4, PLCB2, RAF1, TUBB2B",0.978810700930062,0.469800301796918,FALSE
"H2009","Input","KEGG_GLIOMA",-0.39128,-1.25,0.189,6980,0.419,"MAP2K1, PRKCB, MTOR, CAMK2B, PIK3CB, PLCG2, MAP2K2, SOS1, PTEN, PIK3R2, MAPK1, ARAF, CDKN1A, PDGFRA, PDGFRB, AKT1, BRAF, MAPK3, PIK3CA, CDK6, PIK3R1, AKT2, PLCG1, RAF1, CCND1, RB1",0.723538195826756,0.377785977033705,FALSE
"H2009","Input","KEGG_GLUTATHIONE_METABOLISM",-0.44793,-1.47,0.0836,8007,0.362,"RRM2B, GCLC, OPLAH, PGD, GGCT, GSTZ1, GSTO1, GSTP1, RRM2, GSTM3, SRM, LAP3, RRM1",1.07779372256098,0.441291429466834,FALSE
"H2009","Input","KEGG_GLYCEROLIPID_METABOLISM",0.30294,1,0.395,483,0.542,"ALDH1B1, PLPP2, DGKE, PLPP3, GPAT3, GLA",0.40340290437354,0.266000713461613,FALSE
